group;ISOweek;observed;delaycorrected;N
00to01;2017-W29;10;10;123831.571428571
00to01;2017-W30;7;7;123822.714285714
00to01;2017-W31;9;9;123919
00to01;2017-W32;15;15;123894.571428571
00to01;2017-W33;15;15;123925.857142857
00to01;2017-W34;12;12;123935.714285714
00to01;2017-W35;11;11;124010.142857143
00to01;2017-W36;7;7;124047.142857143
00to01;2017-W37;4;4;124041.142857143
00to01;2017-W38;15;15;124038.857142857
00to01;2017-W39;19;19;124133.428571429
00to01;2017-W40;7;7;124206.285714286
00to01;2017-W41;9;9;124291.285714286
00to01;2017-W42;10;10;124291.142857143
00to01;2017-W43;7;7;124311.142857143
00to01;2017-W44;14;14;124321.142857143
00to01;2017-W45;9;9;124296.571428571
00to01;2017-W46;10;10;124351.714285714
00to01;2017-W47;8;8;124365.571428571
00to01;2017-W48;8;8;124428.714285714
00to01;2017-W49;11;11;124429.857142857
00to01;2017-W50;15;15;124473.857142857
00to01;2017-W51;7;7;124572
00to01;2017-W52;8;8;124616.428571429
00to01;2018-W01;10;10;124647.857142857
00to01;2018-W02;11;11;124682.857142857
00to01;2018-W03;9;9;124843.142857143
00to01;2018-W04;15;15;124915.285714286
00to01;2018-W05;11;11;124872.142857143
00to01;2018-W06;8;8;124808.857142857
00to01;2018-W07;12;12;124801.857142857
00to01;2018-W08;13;13;124803.571428571
00to01;2018-W09;7;7;124894.142857143
00to01;2018-W10;3;3;124935
00to01;2018-W11;11;11;124889.285714286
00to01;2018-W12;7;7;124905
00to01;2018-W13;8;8;124996.857142857
00to01;2018-W14;15;15;124923.285714286
00to01;2018-W15;13;13;124933.428571429
00to01;2018-W16;12;12;124990.428571429
00to01;2018-W17;10;10;125058.428571429
00to01;2018-W18;11;11;125101.857142857
00to01;2018-W19;5;5;125110.571428571
00to01;2018-W20;8;8;125047.285714286
00to01;2018-W21;5;5;125054
00to01;2018-W22;17;17;125157.285714286
00to01;2018-W23;10;10;125219.285714286
00to01;2018-W24;9;9;125317.142857143
00to01;2018-W25;6;6;125357.285714286
00to01;2018-W26;7;7;125356.285714286
00to01;2018-W27;13;13;125296.857142857
00to01;2018-W28;8;8;125307.285714286
00to01;2018-W29;4;4;125259.714285714
00to01;2018-W30;7;7;125188
00to01;2018-W31;4;4;125160.714285714
00to01;2018-W32;9;9;125094.142857143
00to01;2018-W33;8;8;125010.142857143
00to01;2018-W34;12;12;124937.857142857
00to01;2018-W35;10;10;124850.857142857
00to01;2018-W36;9;9;124733.142857143
00to01;2018-W37;8;8;124696.142857143
00to01;2018-W38;10;10;124610.285714286
00to01;2018-W39;8;8;124556.285714286
00to01;2018-W40;14;14;124510.428571429
00to01;2018-W41;10;10;124410
00to01;2018-W42;10;10;124359.714285714
00to01;2018-W43;11;11;124301.857142857
00to01;2018-W44;7;7;124295.857142857
00to01;2018-W45;9;9;124243.428571429
00to01;2018-W46;5;5;124196
00to01;2018-W47;11;11;124162.142857143
00to01;2018-W48;9;9;124141.714285714
00to01;2018-W49;5;5;124082.714285714
00to01;2018-W50;9;9;124122.142857143
00to01;2018-W51;11;11;124159.428571429
00to01;2018-W52;5;5;124189
00to01;2019-W01;5;5;124135
00to01;2019-W02;10;10;124113.142857143
00to01;2019-W03;8;8;124078.428571429
00to01;2019-W04;10;10;124103.142857143
00to01;2019-W05;6;6;124139.714285714
00to01;2019-W06;4;4;124052.857142857
00to01;2019-W07;8;8;123997.142857143
00to01;2019-W08;7;7;123903.428571429
00to01;2019-W09;6;6;123895.428571429
00to01;2019-W10;8;8;123922.285714286
00to01;2019-W11;10;10;123886.142857143
00to01;2019-W12;6;6;123857.714285714
00to01;2019-W13;14;14;123877.285714286
00to01;2019-W14;10;10;123906.714285714
00to01;2019-W15;9;9;123931.285714286
00to01;2019-W16;6;6;123946.714285714
00to01;2019-W17;10;10;123940
00to01;2019-W18;11;11;123972
00to01;2019-W19;7;7;123939.714285714
00to01;2019-W20;10;10;123894.714285714
00to01;2019-W21;11;11;123809.285714286
00to01;2019-W22;9;9;123807.428571429
00to01;2019-W23;11;11;123853.714285714
00to01;2019-W24;7;7;123895.142857143
00to01;2019-W25;8;8;123918.142857143
00to01;2019-W26;13;13;123940.285714286
00to01;2019-W27;11;11;123992.285714286
00to01;2019-W28;12;12;123963.428571429
00to01;2019-W29;7;7;124049.142857143
00to01;2019-W30;16;16;124136.142857143
00to01;2019-W31;15;15;124171.571428571
00to01;2019-W32;11;11;124167.714285714
00to01;2019-W33;8;8;124150.428571429
00to01;2019-W34;9;9;124189.428571429
00to01;2019-W35;8;8;124295
00to01;2019-W36;9;9;124267.714285714
00to01;2019-W37;9;9;124261.857142857
00to01;2019-W38;13;13;124316
00to01;2019-W39;5;5;124314.857142857
00to01;2019-W40;6;6;124335.714285714
00to01;2019-W41;8;8;124253.857142857
00to01;2019-W42;10;10;124228
00to01;2019-W43;7;7;124166.428571429
00to01;2019-W44;7;7;124169.285714286
00to01;2019-W45;9;9;124131.571428571
00to01;2019-W46;10;10;124093
00to01;2019-W47;8;8;124077.857142857
00to01;2019-W48;11;11;124064.857142857
00to01;2019-W49;12;12;124018.428571429
00to01;2019-W50;7;7;123979.285714286
00to01;2019-W51;7;7;123940.571428571
00to01;2019-W52;10;10;123785.857142857
00to01;2020-W01;10;10;123683
00to01;2020-W02;7;7;123706.714285714
00to01;2020-W03;4;4;123671.428571429
00to01;2020-W04;17;17;123545.571428571
00to01;2020-W05;15;15;123549.714285714
00to01;2020-W06;9;9;123565.142857143
00to01;2020-W07;5;5;123640.714285714
00to01;2020-W08;7;7;123642.285714286
00to01;2020-W09;10;10;123598.142857143
00to01;2020-W10;9;9;123522
00to01;2020-W11;12;12;123562.142857143
00to01;2020-W12;6;6;123530.571428571
00to01;2020-W13;9;9;123431
00to01;2020-W14;12;12;123420.142857143
00to01;2020-W15;8;8;123322.571428571
00to01;2020-W16;9;9;123317.428571429
00to01;2020-W17;12;12;123252.571428571
00to01;2020-W18;12;12;123256
00to01;2020-W19;9;9;123199
00to01;2020-W20;11;11;123164.714285714
00to01;2020-W21;4;4;123118.285714286
00to01;2020-W22;6;6;123053.285714286
00to01;2020-W23;8;8;122991.571428571
00to01;2020-W24;11;11;122937.857142857
00to01;2020-W25;8;8;122987.857142857
00to01;2020-W26;11;11;123022.714285714
00to01;2020-W27;12;12;123090
00to01;2020-W28;5;5;123066.142857143
00to01;2020-W29;8;8;123021.571428571
00to01;2020-W30;15;15;123025.428571429
00to01;2020-W31;10;10;123020.857142857
00to01;2020-W32;7;7;122986.428571429
00to01;2020-W33;10;10;123122
00to01;2020-W34;11;11;123231.571428571
00to01;2020-W35;14;14;123259.428571429
00to01;2020-W36;10;10;123243.142857143
00to01;2020-W37;10;10;123177.571428571
00to01;2020-W38;8;8;123183.285714286
00to01;2020-W39;6;6;123152.428571429
00to01;2020-W40;12;12;123194.571428571
00to01;2020-W41;6;6;123238
00to01;2020-W42;8;8;123255.428571429
00to01;2020-W43;11;11;123228.714285714
00to01;2020-W44;7;7;123209.857142857
00to01;2020-W45;15;15;123122.428571429
00to01;2020-W46;9;9;123133.428571429
00to01;2020-W47;8;8;123132.142857143
00to01;2020-W48;4;4;123164.142857143
00to01;2020-W49;7;7;123221.285714286
00to01;2020-W50;5;5;123174.714285714
00to01;2020-W51;9;9;123152.285714286
00to01;2020-W52;6;6;123100.571428571
00to01;2020-W53;6;6;123003.285714286
00to01;2021-W01;12;12;123019.714285714
00to01;2021-W02;9;9;123019.285714286
00to01;2021-W03;7;7;123068.428571429
00to01;2021-W04;10;10;123132.428571429
00to01;2021-W05;13;13;123198.714285714
00to01;2021-W06;6;6;123219.285714286
00to01;2021-W07;6;6;123312.714285714
00to01;2021-W08;8;8;123431.285714286
00to01;2021-W09;16;16;123510.571428571
00to01;2021-W10;10;10;123629.857142857
00to01;2021-W11;7;7;123760.142857143
00to01;2021-W12;10;10;123847.285714286
00to01;2021-W13;9;9;123864.285714286
00to01;2021-W14;13;13;123802.857142857
00to01;2021-W15;12;12;123827.285714286
00to01;2021-W16;9;9;123911.285714286
00to01;2021-W17;14;14;123950.428571429
00to01;2021-W18;9;9;124029.428571429
00to01;2021-W19;12;12;124065.714285714
00to01;2021-W20;10;10;124153.142857143
00to01;2021-W21;6;6;124151.142857143
00to01;2021-W22;5;5;124097
00to01;2021-W23;7;7;123982.142857143
00to01;2021-W24;10;10;123991.428571429
00to01;2021-W25;6;6;124028.285714286
00to01;2021-W26;14;14;124116
00to01;2021-W27;14;14;124213
00to01;2021-W28;7;7;124282.571428571
00to01;2021-W29;10;10;124297.571428571
00to01;2021-W30;15;15;124355.857142857
00to01;2021-W31;13;13;124292.428571429
00to01;2021-W32;8;8;124369.571428571
00to01;2021-W33;10;10;124402.285714286
00to01;2021-W34;9;9;124397.428571429
00to01;2021-W35;6;6;124376
00to01;2021-W36;10;10;124388.857142857
00to01;2021-W37;10;10;124352.285714286
00to01;2021-W38;13;13;124314.571428571
00to01;2021-W39;11;11;124298.428571429
00to01;2021-W40;10;10;124315.428571429
00to01;2021-W41;10;10;124439.714285714
00to01;2021-W42;8;8;124522.428571429
00to01;2021-W43;9;9;124597
00to01;2021-W44;16;16;124652.142857143
00to01;2021-W45;8;8;124731.571428571
00to01;2021-W46;11;11;124783.857142857
00to01;2021-W47;15;15;124843
00to01;2021-W48;10;10;124894.857142857
00to01;2021-W49;12;12;124940.857142857
00to01;2021-W50;8;8;125011.571428571
00to01;2021-W51;8;8;125107.857142857
00to01;2021-W52;14;14;125177.571428571
00to01;2022-W01;14;14;125166.714285714
00to01;2022-W02;12;12;125104
00to01;2022-W03;8;8;125129.142857143
00to01;2022-W04;12;12;125195
00to01;2022-W05;12;12;125248.428571429
00to01;2022-W06;11;11;125199.857142857
00to01;2022-W07;6;6;125195.142857143
00to01;2022-W08;6;6;125176.428571429
00to01;2022-W09;11;11;125155.285714286
00to01;2022-W10;8;8;125107.142857143
00to01;2022-W11;6;6;125096.285714286
00to01;2022-W12;7;7;125118.428571429
00to01;2022-W13;8;8;125146.571428571
00to01;2022-W14;9;9;125177
00to01;2022-W15;9;9;125194.714285714
00to01;2022-W16;6;6;125070.571428571
00to01;2022-W17;7;7;125098.428571429
00to01;2022-W18;13;13;125144.285714286
00to01;2022-W19;8;8;125169.285714286
00to01;2022-W20;8;8;125171
00to01;2022-W21;11;11;125254.142857143
00to01;2022-W22;11;11;125216.428571429
00to01;2022-W23;8;8;125118
00to01;2022-W24;8;8;125051.714285714
00to01;2022-W25;11;11;124972.571428571
00to01;2022-W26;10;10;124977.428571429
00to01;2022-W27;11;11;124865.857142857
00to01;2022-W28;15;15;124852.285714286
00to01;2022-W29;12;12;124789.285714286
00to01;2022-W30;5;5;124694.142857143
00to01;2022-W31;7;7;124675
00to01;2022-W32;5;5;124569.428571429
00to01;2022-W33;4;4;124463.571428571
00to01;2022-W34;5;5;124322.571428571
00to01;2022-W35;12;12;124241.857142857
00to01;2022-W36;11;11;124157.428571429
00to01;2022-W37;10;10;124143.857142857
00to01;2022-W38;12;12;124111.142857143
00to01;2022-W39;7;7;124085.571428571
00to01;2022-W40;10;10;123934
00to01;2022-W41;3;3;123818.142857143
00to01;2022-W42;10;10;123765.142857143
00to01;2022-W43;11;11;123755.571428571
00to01;2022-W44;8;8;123684.571428571
00to01;2022-W45;10;10;123632
00to01;2022-W46;11;11;123589.428571429
00to01;2022-W47;9;9;123495.714285714
00to01;2022-W48;15;15.9639;123454.857142857
00to01;2022-W49;5;5.782296;123393.285714286
00to01;2022-W50;7;7.146788;123363.428571429
00to01;2022-W51;8;8;123345.142857143
00to01;2022-W52;11;11;123283.714285714
00to01;2023-W01;13;13.5494;123274.285714286
00to01;2023-W02;8;9.248094;123218.857142857
00to01;2023-W03;3;8.165104;123090.285714286
00to14;2017-W29;11;11;962884.857142857
00to14;2017-W30;7;7;962861
00to14;2017-W31;11;11;963033.428571429
00to14;2017-W32;18;18;962746
00to14;2017-W33;18;18;962828.428571429
00to14;2017-W34;13;13;962787.285714286
00to14;2017-W35;12;12;962914.285714286
00to14;2017-W36;7;7;962633
00to14;2017-W37;5;5;962606.714285714
00to14;2017-W38;17;17;962501.714285714
00to14;2017-W39;20;20;962762.714285714
00to14;2017-W40;8;8;962528.714285714
00to14;2017-W41;10;10;962607.142857143
00to14;2017-W42;12;12;962548
00to14;2017-W43;7;7;962519.428571429
00to14;2017-W44;16;16;962670.714285714
00to14;2017-W45;9;9;962527.571428572
00to14;2017-W46;11;11;962565.571428572
00to14;2017-W47;11;11;962538.714285714
00to14;2017-W48;8;8;962702.428571429
00to14;2017-W49;12;12;962572.428571429
00to14;2017-W50;15;15;962618
00to14;2017-W51;9;9;962685.857142857
00to14;2017-W52;9;9;962612.285714286
00to14;2018-W01;12;12;962324.285714286
00to14;2018-W02;12;12;962364.571428571
00to14;2018-W03;10;10;962420.285714286
00to14;2018-W04;17;17;962408.285714286
00to14;2018-W05;12;12;962359.142857143
00to14;2018-W06;8;8;962134.714285714
00to14;2018-W07;15;15;962152.428571429
00to14;2018-W08;13;13;962159.285714286
00to14;2018-W09;7;7;962152
00to14;2018-W10;5;5;961966
00to14;2018-W11;13;13;961934.571428571
00to14;2018-W12;13;13;961930
00to14;2018-W13;10;10;961961.714285714
00to14;2018-W14;18;18;961677.428571429
00to14;2018-W15;15;15;961644
00to14;2018-W16;13;13;961566.285714286
00to14;2018-W17;11;11;961579.428571429
00to14;2018-W18;11;11;961448.285714286
00to14;2018-W19;5;5;961318.428571429
00to14;2018-W20;8;8;961199.857142857
00to14;2018-W21;7;7;961134.428571429
00to14;2018-W22;19;19;961272.142857143
00to14;2018-W23;10;10;961244.285714286
00to14;2018-W24;10;10;961310.428571429
00to14;2018-W25;6;6;961346.571428571
00to14;2018-W26;7;7;961491.285714286
00to14;2018-W27;14;14;961225.428571429
00to14;2018-W28;9;9;961281.285714286
00to14;2018-W29;5;5;961241.285714286
00to14;2018-W30;8;8;961110.714285714
00to14;2018-W31;4;4;961126.142857143
00to14;2018-W32;10;10;960970.571428571
00to14;2018-W33;8;8;960936.857142857
00to14;2018-W34;14;14;960803.857142857
00to14;2018-W35;10;10;960747.714285715
00to14;2018-W36;10;10;960505.142857143
00to14;2018-W37;10;10;960417.571428571
00to14;2018-W38;11;11;960293.285714286
00to14;2018-W39;10;10;960216.285714286
00to14;2018-W40;14;14;960014.571428572
00to14;2018-W41;11;11;959767
00to14;2018-W42;10;10;959739.857142857
00to14;2018-W43;11;11;959588.142857143
00to14;2018-W44;7;7;959591.571428571
00to14;2018-W45;9;9;959427.571428571
00to14;2018-W46;7;7;959330.571428571
00to14;2018-W47;11;11;959179
00to14;2018-W48;9;9;959169
00to14;2018-W49;9;9;959021.428571429
00to14;2018-W50;10;10;959026.714285714
00to14;2018-W51;12;12;959040.142857143
00to14;2018-W52;6;6;958996.428571429
00to14;2019-W01;6;6;958576.571428571
00to14;2019-W02;11;11;958487.571428572
00to14;2019-W03;9;9;958299.142857143
00to14;2019-W04;13;13;958172
00to14;2019-W05;8;8;958138.142857143
00to14;2019-W06;4;4;957985.857142857
00to14;2019-W07;10;10;957877.428571429
00to14;2019-W08;9;9;957723.142857143
00to14;2019-W09;7;7;957590.142857143
00to14;2019-W10;12;12;957347.428571429
00to14;2019-W11;13;13;957219.857142857
00to14;2019-W12;6;6;957061.142857143
00to14;2019-W13;16;16;956968.857142857
00to14;2019-W14;11;11;956825.142857143
00to14;2019-W15;11;11;956685.285714286
00to14;2019-W16;10;10;956588.285714286
00to14;2019-W17;12;12;956441.857142857
00to14;2019-W18;13;13;956425.857142857
00to14;2019-W19;8;8;956271.714285714
00to14;2019-W20;10;10;956232.285714286
00to14;2019-W21;11;11;956181.571428571
00to14;2019-W22;9;9;956264.142857143
00to14;2019-W23;12;12;956191.714285714
00to14;2019-W24;7;7;956137.285714286
00to14;2019-W25;9;9;956153.857142857
00to14;2019-W26;13;13;956205.428571429
00to14;2019-W27;14;14;956211.714285714
00to14;2019-W28;12;12;956059.142857143
00to14;2019-W29;9;9;956095.857142857
00to14;2019-W30;16;16;956052.285714286
00to14;2019-W31;18;18;956032.428571429
00to14;2019-W32;11;11;955757.142857143
00to14;2019-W33;8;8;955714.857142857
00to14;2019-W34;10;10;955666.714285714
00to14;2019-W35;10;10;955761.571428572
00to14;2019-W36;11;11;955558.428571429
00to14;2019-W37;12;12;955574.571428571
00to14;2019-W38;13;13;955556.285714286
00to14;2019-W39;6;6;955644.857142857
00to14;2019-W40;6;6;955704.142857143
00to14;2019-W41;10;10;955598.142857143
00to14;2019-W42;12;12;955593.428571429
00to14;2019-W43;9;9;955470.142857143
00to14;2019-W44;8;8;955416.857142857
00to14;2019-W45;9;9;955238.714285714
00to14;2019-W46;11;11;955136.714285714
00to14;2019-W47;8;8;955063.428571429
00to14;2019-W48;12;12;955022.285714286
00to14;2019-W49;14;14;954864.571428571
00to14;2019-W50;8;8;954738.428571429
00to14;2019-W51;7;7;954661.142857143
00to14;2019-W52;11;11;954429.571428571
00to14;2020-W01;12;12;953999.428571429
00to14;2020-W02;7;7;953805.142857143
00to14;2020-W03;7;7;953729.857142857
00to14;2020-W04;19;19;953482.428571429
00to14;2020-W05;16;16;953357.428571429
00to14;2020-W06;10;10;953111.714285714
00to14;2020-W07;8;8;953084
00to14;2020-W08;8;8;952936.571428571
00to14;2020-W09;10;10;952931.285714286
00to14;2020-W10;11;11;952676
00to14;2020-W11;16;16;952645.714285714
00to14;2020-W12;9;9;952533.142857143
00to14;2020-W13;9;9;952429.714285714
00to14;2020-W14;12;12;952328.857142857
00to14;2020-W15;8;8;952031.571428572
00to14;2020-W16;11;11;951881.142857143
00to14;2020-W17;13;13;951791.714285714
00to14;2020-W18;13;13;951742.714285714
00to14;2020-W19;10;10;951497.714285714
00to14;2020-W20;12;12;951338.428571429
00to14;2020-W21;5;5;951233.857142857
00to14;2020-W22;8;8;951153.857142857
00to14;2020-W23;9;9;951187.142857143
00to14;2020-W24;13;13;951165.571428572
00to14;2020-W25;9;9;951129.285714286
00to14;2020-W26;12;12;951149.428571429
00to14;2020-W27;14;14;951240.857142857
00to14;2020-W28;9;9;951128.857142857
00to14;2020-W29;9;9;951177
00to14;2020-W30;18;18;951146.571428571
00to14;2020-W31;11;11;951230.857142857
00to14;2020-W32;8;8;951058.285714286
00to14;2020-W33;11;11;951144.714285714
00to14;2020-W34;12;12;951154
00to14;2020-W35;15;15;951121.714285714
00to14;2020-W36;10;10;951021.857142857
00to14;2020-W37;13;13;950802.285714286
00to14;2020-W38;10;10;950769.285714286
00to14;2020-W39;6;6;950671.714285714
00to14;2020-W40;12;12;950660.285714286
00to14;2020-W41;9;9;950562.428571429
00to14;2020-W42;10;10;950495.714285714
00to14;2020-W43;12;12;950348.285714286
00to14;2020-W44;8;8;950307
00to14;2020-W45;17;17;950073.857142857
00to14;2020-W46;10;10;949984.428571429
00to14;2020-W47;8;8;949868.714285714
00to14;2020-W48;6;6;949827.142857143
00to14;2020-W49;8;8;949873.857142857
00to14;2020-W50;6;6;949786
00to14;2020-W51;10;10;949722.428571429
00to14;2020-W52;6;6;949575
00to14;2020-W53;7;7;949305.142857143
00to14;2021-W01;12;12;949174.285714286
00to14;2021-W02;9;9;949061.285714286
00to14;2021-W03;7;7;949019.285714286
00to14;2021-W04;11;11;949079.285714286
00to14;2021-W05;14;14;949076.285714286
00to14;2021-W06;8;8;948933.857142857
00to14;2021-W07;7;7;948911.285714286
00to14;2021-W08;8;8;948878.285714286
00to14;2021-W09;17;17;948801.142857143
00to14;2021-W10;13;13;948767.857142857
00to14;2021-W11;8;8;948692.571428571
00to14;2021-W12;11;11;948574.142857143
00to14;2021-W13;9;9;948470.285714286
00to14;2021-W14;14;14;948276.571428572
00to14;2021-W15;12;12;948249.142857143
00to14;2021-W16;12;12;948170
00to14;2021-W17;14;14;948152.285714286
00to14;2021-W18;9;9;948005.142857143
00to14;2021-W19;12;12;947911
00to14;2021-W20;13;13;947812.714285714
00to14;2021-W21;8;8;947659.714285714
00to14;2021-W22;5;5;947588
00to14;2021-W23;11;11;947325
00to14;2021-W24;10;10;947231.571428572
00to14;2021-W25;8;8;947242.571428572
00to14;2021-W26;15;15;947366.285714286
00to14;2021-W27;15;15;947313.571428571
00to14;2021-W28;9;9;947320.857142857
00to14;2021-W29;12;12;947258.285714286
00to14;2021-W30;17;17;947402.285714286
00to14;2021-W31;15;15;947070.142857143
00to14;2021-W32;11;11;947065.571428572
00to14;2021-W33;11;11;946988
00to14;2021-W34;12;12;946989
00to14;2021-W35;10;10;946865.428571429
00to14;2021-W36;10;10;946676.428571429
00to14;2021-W37;11;11;946519.285714286
00to14;2021-W38;13;13;946348
00to14;2021-W39;12;12;946302.857142857
00to14;2021-W40;14;14;946173.428571429
00to14;2021-W41;11;11;946231.571428572
00to14;2021-W42;10;10;946222.142857143
00to14;2021-W43;11;11;946167.571428571
00to14;2021-W44;17;17;946276.428571429
00to14;2021-W45;9;9;946262.714285714
00to14;2021-W46;11;11;946292
00to14;2021-W47;15;15;946293.428571429
00to14;2021-W48;11;11;946342.857142857
00to14;2021-W49;14;14;946288.857142857
00to14;2021-W50;11;11;946370.285714286
00to14;2021-W51;10;10;946373.571428571
00to14;2021-W52;14;14;946141.714285714
00to14;2022-W01;15;15;945879.142857143
00to14;2022-W02;13;13;945820.285714286
00to14;2022-W03;9;9;945827.857142857
00to14;2022-W04;13;13;945889.714285714
00to14;2022-W05;13;13;945925
00to14;2022-W06;12;12;945814.571428572
00to14;2022-W07;7;7;945783.714285714
00to14;2022-W08;8;8;945688.285714286
00to14;2022-W09;13;13;945645
00to14;2022-W10;10;10;945536.714285714
00to14;2022-W11;7;7;945572
00to14;2022-W12;9;9;945877.428571429
00to14;2022-W13;9;9;946487.142857143
00to14;2022-W14;9;9;947227.142857143
00to14;2022-W15;9;9;947704.714285714
00to14;2022-W16;7;7;947987.142857143
00to14;2022-W17;10;10;948999
00to14;2022-W18;14;14;949981.285714286
00to14;2022-W19;12;12;950728
00to14;2022-W20;9;9;950780
00to14;2022-W21;11;11;950969.285714286
00to14;2022-W22;11;11;951185
00to14;2022-W23;9;9;951102.428571429
00to14;2022-W24;10;10;951230.714285714
00to14;2022-W25;12;12;951333.428571429
00to14;2022-W26;11;11;951672.714285714
00to14;2022-W27;12;12;951491.142857143
00to14;2022-W28;17;17;951550.714285714
00to14;2022-W29;13;13;951507.857142857
00to14;2022-W30;6;6;951432.142857143
00to14;2022-W31;8;8;951372.857142857
00to14;2022-W32;6;6;951235.142857143
00to14;2022-W33;6;6;951215.428571429
00to14;2022-W34;6;6;951080.571428572
00to14;2022-W35;13;13;950879.428571429
00to14;2022-W36;12;12;950488.142857143
00to14;2022-W37;11;11;950353.571428572
00to14;2022-W38;13;13;950185.285714286
00to14;2022-W39;8;8;950106.857142857
00to14;2022-W40;11;11;949815.428571429
00to14;2022-W41;5;5;949618.428571429
00to14;2022-W42;10;10;949465.142857143
00to14;2022-W43;11;11;949350.142857143
00to14;2022-W44;8;8.104077;949154.142857143
00to14;2022-W45;12;12;948902.285714286
00to14;2022-W46;12;12;948787.285714286
00to14;2022-W47;11;11;948606.571428571
00to14;2022-W48;17;18.27262;948581.142857143
00to14;2022-W49;7;7.497171;948454.857142857
00to14;2022-W50;8;8.249711;948405.428571429
00to14;2022-W51;8;8.278774;948292.285714286
00to14;2022-W52;13;13;947954.857142857
00to14;2023-W01;14;14.49996;947740
00to14;2023-W02;9;10.34697;947532.142857143
00to14;2023-W03;3;8.753327;947275.428571429
02to06;2017-W29;0;0;300785.285714286
02to06;2017-W30;0;0;300703.857142857
02to06;2017-W31;1;1;300643.285714286
02to06;2017-W32;0;0;300486.714285714
02to06;2017-W33;2;2;300473
02to06;2017-W34;1;1;300405.285714286
02to06;2017-W35;1;1;300438.857142857
02to06;2017-W36;0;0;300246.857142857
02to06;2017-W37;1;1;300235.142857143
02to06;2017-W38;1;1;300151.571428571
02to06;2017-W39;0;0;300104.142857143
02to06;2017-W40;0;0;299877.571428571
02to06;2017-W41;0;0;299847
02to06;2017-W42;2;2;299769.142857143
02to06;2017-W43;0;0;299752
02to06;2017-W44;0;0;299762.428571429
02to06;2017-W45;0;0;299675.142857143
02to06;2017-W46;0;0;299624.857142857
02to06;2017-W47;0;0;299596
02to06;2017-W48;0;0;299582.571428571
02to06;2017-W49;1;1;299441.857142857
02to06;2017-W50;0;0;299450.428571429
02to06;2017-W51;1;1;299380.285714286
02to06;2017-W52;0;0;299244.285714286
02to06;2018-W01;1;1;298914.428571429
02to06;2018-W02;1;1;298834.571428571
02to06;2018-W03;0;0;298703.285714286
02to06;2018-W04;1;1;298647.428571429
02to06;2018-W05;0;0;298653.428571429
02to06;2018-W06;0;0;298565.142857143
02to06;2018-W07;0;0;298578
02to06;2018-W08;0;0;298625.857142857
02to06;2018-W09;0;0;298642.714285714
02to06;2018-W10;1;1;298506.285714286
02to06;2018-W11;1;1;298578.285714286
02to06;2018-W12;6;6;298627.142857143
02to06;2018-W13;1;1;298627
02to06;2018-W14;1;1;298586.571428571
02to06;2018-W15;1;1;298636.285714286
02to06;2018-W16;0;0;298658.571428571
02to06;2018-W17;0;0;298735.714285714
02to06;2018-W18;0;0;298723.857142857
02to06;2018-W19;0;0;298711.714285714
02to06;2018-W20;0;0;298749
02to06;2018-W21;1;1;298780.142857143
02to06;2018-W22;1;1;298753.857142857
02to06;2018-W23;0;0;298702.571428571
02to06;2018-W24;1;1;298696.142857143
02to06;2018-W25;0;0;298667.571428571
02to06;2018-W26;0;0;298713.428571429
02to06;2018-W27;1;1;298609
02to06;2018-W28;0;0;298735.857142857
02to06;2018-W29;0;0;298818.285714286
02to06;2018-W30;0;0;298914.142857143
02to06;2018-W31;0;0;298963.285714286
02to06;2018-W32;1;1;298931.857142857
02to06;2018-W33;0;0;299021.285714286
02to06;2018-W34;1;1;299076.714285714
02to06;2018-W35;0;0;299226.285714286
02to06;2018-W36;0;0;299212.857142857
02to06;2018-W37;1;1;299278.428571429
02to06;2018-W38;1;1;299413.285714286
02to06;2018-W39;0;0;299559.571428571
02to06;2018-W40;0;0;299651.428571429
02to06;2018-W41;0;0;299807.714285714
02to06;2018-W42;0;0;299950.285714286
02to06;2018-W43;0;0;300057.857142857
02to06;2018-W44;0;0;300173.857142857
02to06;2018-W45;0;0;300183.571428571
02to06;2018-W46;0;0;300212.428571429
02to06;2018-W47;0;0;300260.714285714
02to06;2018-W48;0;0;300301
02to06;2018-W49;0;0;300309.428571429
02to06;2018-W50;0;0;300338
02to06;2018-W51;0;0;300342.571428571
02to06;2018-W52;1;1;300354
02to06;2019-W01;0;0;300148.142857143
02to06;2019-W02;0;0;300146.428571429
02to06;2019-W03;0;0;300145.285714286
02to06;2019-W04;0;0;300052.428571429
02to06;2019-W05;1;1;300064.428571429
02to06;2019-W06;0;0;300120.714285714
02to06;2019-W07;2;2;300185.714285714
02to06;2019-W08;2;2;300272.571428571
02to06;2019-W09;0;0;300299
02to06;2019-W10;0;0;300211.428571429
02to06;2019-W11;2;2;300219.142857143
02to06;2019-W12;0;0;300254
02to06;2019-W13;2;2;300256.857142857
02to06;2019-W14;0;0;300216.142857143
02to06;2019-W15;0;0;300291.571428571
02to06;2019-W16;1;1;300354.857142857
02to06;2019-W17;1;1;300430.285714286
02to06;2019-W18;1;1;300448.285714286
02to06;2019-W19;0;0;300446.571428571
02to06;2019-W20;0;0;300530
02to06;2019-W21;0;0;300630.714285714
02to06;2019-W22;0;0;300787
02to06;2019-W23;0;0;300737.428571429
02to06;2019-W24;0;0;300771.285714286
02to06;2019-W25;0;0;300873.285714286
02to06;2019-W26;0;0;300938
02to06;2019-W27;1;1;300910.285714286
02to06;2019-W28;0;0;300857.571428571
